Question - Arabic,Answer - Arabic,Question - English,Answer - English,Category
"املأ الفراغ في الجملة التالية:
العلاج الموضعي لانحلال الطبقة القرنية المنفرر يعتمد على استخدام _____.
أ. إريثرومايسين
ب. بنسلين
ج. سيبروفلوكساسين 
د. تتراسيكلين
",إريثرومايسين,"Fill in the blank in the following sentence:
Topical treatment of keratolysis externa depends on the use of _____.
A. Erythromycin
B. Penicillin
C. Ciprofloxacin
D. Tetracycline",A. Erythromycin,Dermatology
"املأ الفراغ في الجملة التالية:
إن السمة المميزة للنوبات التوترية الرمعية المعممة هي _____.
أ. غياب التشنجات
ب. البكاء بنبرة عالية
ج. حركة متناظرة لجميع الأطراف
د. فقدان الذاكرة",ج. حركة متناظرة لجميع الأطراف,"Fill in the blank in the following sentence:
A distinguishing feature of generalized tonic-clonic seizures (GTCs) is _____.
A. The absence of convulsions
B. High-pitched crying
C. Symmetrical movement of all limbs
D. Loss of memory","C. Symmetrical movement of all limbs
",Neurology
"املأ الفراغات في الجملة التالية:
في سياق التهاب عضلة القلب، تشير مستويات WBC وESR المرتفعة إلى ____، بينما يساعد اختبار الأجسام المضادة الفيروسية في تأكيد ____.
أ. عدوى جهازية؛ السبب المناعي الذاتي
ب. عدوى بكتيرية إضافية؛ العدوى المصاحبة
ج. التهاب حاد؛ العامل الفيروسي المحدد
د. التهاب مزمن؛ تثبيط المناعة",ج. التهاب حاد؛ العامل الفيروسي المحدد,"Fill in the blanks in the following sentence:
In the context of myocarditis, elevated WBC and ESR levels are suggestive of ____, while viral antibody testing helps confirm ____.
A. A systemic infection; autoimmune etiology
B. A bacterial superinfection; co-infections
C. Acute inflammation; the specific viral agent
D. Chronic inflammation; immune suppression",C. Acute inflammation; the specific viral agent,Cardiovascular System
"املأ الفراغ في الجملة التالية:
في مرض جريفز، يؤدي وجود أجسام مضادة _____ ضد مستقبلات TSH إلى فرط نشاط الغدة الدرقية.
أ. مثبطة
ب. محايدة
ج. سامة للخلايا
د. محفزة",د. محفزة,"Fill in the blank in the following sentence:
In Graves' disease, the presence of _____ antibodies against TSH receptors results in hyperthyroidism.
A. inhibitory
B. neutral
C. cytotoxic
D. stimulatory",D. stimulatory,Endocrinology
"املأ الفراغ في الجملة التالية:
في الحماض الكيتوني السكري، يعاني الجسم من الجفاف الشديد بسبب إدرار البول _____، مما يؤدي إلى فقدان الإلكتروليتات مثل الصوديوم و_____.
أ. هرموني، كالسيوم
ب. أونكوتيك، ماغنيسيوم
ج. تناضحي، بوتاسيوم
د. كلوي، كلوريد","ج. تناضحي، بوتاسيوم","Fill in the blank in the following sentence:
In DKA, the body experiences severe dehydration due to _____ diuresis, leading to a loss of electrolytes such as sodium and _____.
A. hormonal, calcium
B. oncotic, magnesium
C. osmotic, potassium
D. renal, chloride","C. osmotic, potassium
",Endocrinology
"املأ الفراغات في الجملة التالية:
يقيس اختبار تشخيص قصور إفراز البنكرياس مستويات ____ في البراز، والتي تنخفض بشكل كبير في التهاب البنكرياس المزمن المتقدم.
أ. الأميليز
ب. الليباز
ج. الكيموتريبسين
د. الإيلاستاز",د. الإيلاستاز,"Fill in the blanks in the following sentence:
A diagnostic test for pancreatic exocrine insufficiency measures ____ levels in stool, which decrease significantly in advanced chronic pancreatitis.
A. Amylase
B. Lipase
C. Chymotrypsin
D. Elastase",D. Elastase,Gastroenterology
"املأ الفراغ في الجملة التالية:
من بين أكثر الاختبارات التشخيصية شيوعًا المستخدمة لمرض الهيموجلوبين الليلي الانتيابي _____ و ______.
أ. اختبار كومبس - قياس التدفق الخلوي
ب. اختبار هارتمان بالماء والسكر، اختبار هام
ج. اختبار الماء والسكر - عدد الشبكيات
د. اختبار هام - اختبار مضاد الجلوبولين المباشر","ب. اختبار هارتمان بالماء والسكر، اختبار هام
","Fill in the blank in the following sentence:
Among the most commonly used diagnostic tests for paroxysmal nocturnal hemoglobinuria are _____ and ______.
A. Coombs test - Flow cytometry
B. Hartmann's sugar water test, Ham's test
C. Sugar water test - Reticulocyte count
D. Ham's test - Direct antiglobulin test","B. Hartmann's sugar water test, Ham's test
",Hematology
"املأ الفراغات في الجملة التالية:
يتضمن التصوير الدقيق لتحديد التشوهات البنيوية في التهاب البنكرياس المزمن ____، وهو أفضل من الموجات فوق الصوتية في الكشف عن _____.
أ. التصوير المقطعي المحوسب؛ الأكياس الكاذبة
ب. تصوير البنكرياس والقنوات الصفراوية بالرنين المغناطيسي؛ التكلسات
ج. الموجات فوق الصوتية بالمنظار؛ التليف
د. التصوير بالرنين المغناطيسي؛ التشوهات الوعائية",ج. الموجات فوق الصوتية بالمنظار؛ التليف,"Fill in the blanks in the following sentence:
Definitive imaging for identifying structural abnormalities in chronic pancreatitis includes ____, which is superior to ultrasound in detecting _____.
A. CT scan; pseudocysts
B. MRCP; calcifications
C. Endoscopic ultrasound; fibrosis
D. MRI; vascular abnormalities","C. Endoscopic ultrasound; fibrosis
",Gastroenterology
"املأ الفراغات في الجملة التالية:
يتم استيفاء تشخيص الانصباب النضحي وفقًا لمعايير لايت عندما يتجاوز LDH السائل الجنبي ____ الحد الأعلى لـ LDH الطبيعي في المصل.
أ. 30%
ب. 50%
ج. 60%
د. 70%",د. 70%,"Fill in the blanks in the following sentence:
A Light’s criteria diagnosis of exudative effusion is met when pleural fluid LDH exceeds ____ of the upper limit of normal serum LDH.
A. 30%
B. 50%
C. 60%
D. 70%",D. 70%,Pulmonology
"املأ الفراغ في الجملة التالية:
يمكن أن تظهر متلازمات الأورام الصماء المتعددة أحيانًا مع _____ وفرط نشاط الغدة الدرقية في نفس الوقت.
أ. ورم القواتم
ب. ورم الغدة النخامية
ج. قصور الغدة الكظرية
د. تضخم الغدة جار الدرقية",أ. ورم القواتم,"Fill in the blank in the following sentence:
Multi-endocrine neoplasia syndromes can occasionally present with concurrent _____ and hyperthyroidism.
A. pheochromocytoma
B. pituitary adenoma
C. adrenal insufficiency
D. parathyroid hyperplasia",A. pheochromocytoma,Endocrinology
"املأ الفراغ في الجملة التالية:
فقر الدم الأرومي الحديدي يتميز بوجود أرومات في ___ يتوضع الحديد فيها بشكل حلقة حول النواة.
أ. السمحاق
ب. نقيّ العظم
ج. الغضروف المفصلي
د. العظم الإسفنجي",ب. نقيّ العظم,"Fill in the blank in the following sentence:
Sideroblastic anemia is characterized by the presence of blasts in ___ in which iron is located in a ring around the nucleus.
A. Periosteum
B. Bone marrow
C. Articular cartilage
D. Spongy bone","B. Bone marrow
",Hematology
"املأ الفراغ في الجملة التالية:
الحماض الكيتوني السكري (DKA) هو حالة تهدد الحياة تحدث في المقام الأول لدى مرضى السكري من النوع _____ وتتميز بـ _____ الأيضي.
أ. 1، الحماض
ب. 2، القلاء
ج. 1، القلاء
د. 2، الحماض","أ. 1، الحماض","Fill in the blank in the following sentence:
Diabetic ketoacidosis (DKA) is a life-threatening condition that primarily occurs in patients with type _____ diabetes and is characterized by metabolic _____.
A. 1, Acidosis
B. 2, Alkalosis
C. 1, Alkalosis
D. 2, Acidosis","A. 1, Acidosis",Endocrinology
"املأ الفراغ في الجملة التالية:
في تشخيص قصور الغدة الكظرية، يتضمن اختبار سيناكثين القصير حقن _____ وقياس مستويات الكورتيزول بعد 30 دقيقة.
أ. 100 مجم من هيدروكورتيزون
ب. 250 ميكروجرام من هرمون قشر الكظر
ج. 5 مجم من بريدنيزولون
د. 50 ميكروجرام من ديكساميثازون",ب. 250 ميكروجرام من هرمون قشر الكظر,"Fill in the blank in the following sentence:
In the diagnosis of adrenal insufficiency, the Short Synacthen Test involves injecting _____ and measuring cortisol levels after 30 minutes.
A. 100 mg of hydrocortisone
B. 250 mcg of ACTH
C. 5 mg of prednisolone
D. 50 mcg of dexamethasone
","B. 250 mcg of ACTH
",Endocrinology
"املأ الفراغ في الجملة التالية:
يُعتبر نقص فيتامين _____ من الأسباب الشائعة لفقر الدم الضخم الأرومات، حيث يؤدي إلى اضطراب في تصنيع الحمض النووي وانقسام الخلايا.
أ. B6
ب. B12
ج. C
د. D",ب. B12,"Fill in the blank in the following sentence:
Vitamin _____ deficiency is a common cause of megaloblastic anemia, as it leads to a disturbance in DNA synthesis and cell division.
A. B6
B. B12
C. C
D. D",B. B12,Endocrinology
